threshold,balanced_accuracy,recall,precision,f1
0.052000000000000005,0.6510114989662891,0.6825396825396826,0.10844892812105927,0.18715995647442873
0.053000000000000005,0.6510114989662891,0.6825396825396826,0.10844892812105927,0.18715995647442873
0.054,0.6520238522391375,0.6587301587301587,0.11185983827493262,0.1912442396313364
0.055,0.6520238522391375,0.6587301587301587,0.11185983827493262,0.1912442396313364
0.056,0.6520238522391375,0.6587301587301587,0.11185983827493262,0.1912442396313364
0.057,0.6655475250738976,0.6507936507936508,0.12130177514792899,0.20448877805486285
0.058,0.6655475250738976,0.6507936507936508,0.12130177514792899,0.20448877805486285
0.059000000000000004,0.6655475250738976,0.6507936507936508,0.12130177514792899,0.20448877805486285
0.060000000000000005,0.6591615835426385,0.6111111111111112,0.12399355877616747,0.20615796519410978
0.061,0.6591615835426385,0.6111111111111112,0.12399355877616747,0.20615796519410978
0.062,0.6572821091120338,0.5793650793650794,0.12920353982300886,0.21128798842257598
0.063,0.6572821091120338,0.5793650793650794,0.12920353982300886,0.21128798842257598
0.064,0.6572821091120338,0.5793650793650794,0.12920353982300886,0.21128798842257598
0.065,0.6376458728450117,0.5158730158730159,0.126953125,0.20376175548589343
0.066,0.6376458728450117,0.5158730158730159,0.126953125,0.20376175548589343
0.067,0.6376458728450117,0.5158730158730159,0.126953125,0.20376175548589343
0.068,0.6376458728450117,0.5158730158730159,0.126953125,0.20376175548589343
0.069,0.6391280947255114,0.5,0.13263157894736843,0.2096505823627288
0.07,0.6391280947255114,0.5,0.13263157894736843,0.2096505823627288
0.07100000000000001,0.6391280947255114,0.5,0.13263157894736843,0.2096505823627288
0.07200000000000001,0.6451167837066653,0.49206349206349204,0.14187643020594964,0.2202486678507993
0.07300000000000001,0.6451167837066653,0.49206349206349204,0.14187643020594964,0.2202486678507993
0.074,0.6451167837066653,0.49206349206349204,0.14187643020594964,0.2202486678507993
0.075,0.644177046491363,0.47619047619047616,0.1466992665036675,0.22429906542056074
0.076,0.644177046491363,0.47619047619047616,0.1466992665036675,0.22429906542056074
0.077,0.644177046491363,0.47619047619047616,0.1466992665036675,0.22429906542056074
0.078,0.644177046491363,0.47619047619047616,0.1466992665036675,0.22429906542056074
0.079,0.640883694705008,0.4523809523809524,0.15240641711229946,0.228
0.08,0.640883694705008,0.4523809523809524,0.15240641711229946,0.228
0.081,0.640883694705008,0.4523809523809524,0.15240641711229946,0.228
0.082,0.640883694705008,0.4523809523809524,0.15240641711229946,0.228
0.083,0.6238018350504895,0.40476190476190477,0.14868804664723032,0.21748400852878466
0.084,0.6238018350504895,0.40476190476190477,0.14868804664723032,0.21748400852878466
0.085,0.6238018350504895,0.40476190476190477,0.14868804664723032,0.21748400852878466
0.08600000000000001,0.6238018350504895,0.40476190476190477,0.14868804664723032,0.21748400852878466
0.08700000000000001,0.6114955490628257,0.36507936507936506,0.14838709677419354,0.21100917431192662
0.08800000000000001,0.6114955490628257,0.36507936507936506,0.14838709677419354,0.21100917431192662
0.089,0.6114955490628257,0.36507936507936506,0.14838709677419354,0.21100917431192662
0.09,0.6114955490628257,0.36507936507936506,0.14838709677419354,0.21100917431192662
0.091,0.6060493447468689,0.3412698412698413,0.1519434628975265,0.21026894865525672
0.092,0.6060493447468689,0.3412698412698413,0.1519434628975265,0.21026894865525672
0.093,0.6060493447468689,0.3412698412698413,0.1519434628975265,0.21026894865525672
0.094,0.6060493447468689,0.3412698412698413,0.1519434628975265,0.21026894865525672
0.095,0.6029567550019649,0.3253968253968254,0.155893536121673,0.21079691516709512
0.096,0.6029567550019649,0.3253968253968254,0.155893536121673,0.21079691516709512
0.097,0.6029567550019649,0.3253968253968254,0.155893536121673,0.21079691516709512
0.098,0.6029567550019649,0.3253968253968254,0.155893536121673,0.21079691516709512
0.099,0.598586976950809,0.30158730158730157,0.16379310344827586,0.2122905027932961
0.1,0.598586976950809,0.30158730158730157,0.16379310344827586,0.2122905027932961
0.101,0.598586976950809,0.30158730158730157,0.16379310344827586,0.2122905027932961
0.10200000000000001,0.598586976950809,0.30158730158730157,0.16379310344827586,0.2122905027932961
0.10300000000000001,0.598586976950809,0.30158730158730157,0.16379310344827586,0.2122905027932961
0.10400000000000001,0.5899114938404497,0.2777777777777778,0.16129032258064516,0.20408163265306123
0.10500000000000001,0.5899114938404497,0.2777777777777778,0.16129032258064516,0.20408163265306123
0.106,0.5899114938404497,0.2777777777777778,0.16129032258064516,0.20408163265306123
0.107,0.5899114938404497,0.2777777777777778,0.16129032258064516,0.20408163265306123
0.108,0.5899114938404497,0.2777777777777778,0.16129032258064516,0.20408163265306123
0.109,0.5849351581321441,0.2619047619047619,0.16176470588235295,0.2
0.11,0.5849351581321441,0.2619047619047619,0.16176470588235295,0.2
0.111,0.5849351581321441,0.2619047619047619,0.16176470588235295,0.2
0.112,0.5849351581321441,0.2619047619047619,0.16176470588235295,0.2
0.113,0.5849351581321441,0.2619047619047619,0.16176470588235295,0.2
0.114,0.5773361012865856,0.23809523809523808,0.16216216216216217,0.19292604501607716
0.115,0.5773361012865856,0.23809523809523808,0.16216216216216217,0.19292604501607716
0.116,0.5773361012865856,0.23809523809523808,0.16216216216216217,0.19292604501607716
0.117,0.5773361012865856,0.23809523809523808,0.16216216216216217,0.19292604501607716
0.11800000000000001,0.5773361012865856,0.23809523809523808,0.16216216216216217,0.19292604501607716
0.11900000000000001,0.5649614707741726,0.20634920634920634,0.15476190476190477,0.17687074829931973
0.12000000000000001,0.5649614707741726,0.20634920634920634,0.15476190476190477,0.17687074829931973
0.121,0.5649614707741726,0.20634920634920634,0.15476190476190477,0.17687074829931973
0.122,0.5649614707741726,0.20634920634920634,0.15476190476190477,0.17687074829931973
0.123,0.5649614707741726,0.20634920634920634,0.15476190476190477,0.17687074829931973
0.124,0.5557477745314129,0.18253968253968253,0.14838709677419354,0.16370106761565836
0.125,0.5557477745314129,0.18253968253968253,0.14838709677419354,0.16370106761565836
0.126,0.5557477745314129,0.18253968253968253,0.14838709677419354,0.16370106761565836
0.127,0.5557477745314129,0.18253968253968253,0.14838709677419354,0.16370106761565836
0.128,0.5557477745314129,0.18253968253968253,0.14838709677419354,0.16370106761565836
0.129,0.5557477745314129,0.18253968253968253,0.14838709677419354,0.16370106761565836
0.13,0.5515787585217079,0.16666666666666666,0.1510791366906475,0.15849056603773584
0.131,0.5515787585217079,0.16666666666666666,0.1510791366906475,0.15849056603773584
0.132,0.5515787585217079,0.16666666666666666,0.1510791366906475,0.15849056603773584
0.133,0.5515787585217079,0.16666666666666666,0.1510791366906475,0.15849056603773584
0.134,0.5515787585217079,0.16666666666666666,0.1510791366906475,0.15849056603773584
0.135,0.5515787585217079,0.16666666666666666,0.1510791366906475,0.15849056603773584
0.136,0.5505706767816563,0.15873015873015872,0.15748031496062992,0.15810276679841898
0.137,0.5505706767816563,0.15873015873015872,0.15748031496062992,0.15810276679841898
0.138,0.5505706767816563,0.15873015873015872,0.15748031496062992,0.15810276679841898
0.139,0.5505706767816563,0.15873015873015872,0.15748031496062992,0.15810276679841898
0.14,0.5505706767816563,0.15873015873015872,0.15748031496062992,0.15810276679841898
0.14100000000000001,0.5505706767816563,0.15873015873015872,0.15748031496062992,0.15810276679841898
0.14200000000000002,0.5529926358774583,0.15873015873015872,0.1694915254237288,0.16393442622950818
0.14300000000000002,0.5529926358774583,0.15873015873015872,0.1694915254237288,0.16393442622950818
0.14400000000000002,0.5529926358774583,0.15873015873015872,0.1694915254237288,0.16393442622950818
0.14500000000000002,0.5529926358774583,0.15873015873015872,0.1694915254237288,0.16393442622950818
0.146,0.5529926358774583,0.15873015873015872,0.1694915254237288,0.16393442622950818
0.147,0.5529926358774583,0.15873015873015872,0.1694915254237288,0.16393442622950818
0.148,0.5482854067353529,0.14285714285714285,0.17307692307692307,0.1565217391304348
0.149,0.5482854067353529,0.14285714285714285,0.17307692307692307,0.1565217391304348
0.15,0.5482854067353529,0.14285714285714285,0.17307692307692307,0.1565217391304348
0.151,0.5482854067353529,0.14285714285714285,0.17307692307692307,0.1565217391304348
0.152,0.5482854067353529,0.14285714285714285,0.17307692307692307,0.1565217391304348
0.153,0.5482854067353529,0.14285714285714285,0.17307692307692307,0.1565217391304348
0.154,0.5482854067353529,0.14285714285714285,0.17307692307692307,0.1565217391304348
0.155,0.5427708578946469,0.12698412698412698,0.17204301075268819,0.1461187214611872
0.156,0.5427708578946469,0.12698412698412698,0.17204301075268819,0.1461187214611872
0.157,0.5427708578946469,0.12698412698412698,0.17204301075268819,0.1461187214611872
0.158,0.5427708578946469,0.12698412698412698,0.17204301075268819,0.1461187214611872
0.159,0.5427708578946469,0.12698412698412698,0.17204301075268819,0.1461187214611872
0.16,0.5427708578946469,0.12698412698412698,0.17204301075268819,0.1461187214611872
0.161,0.5427708578946469,0.12698412698412698,0.17204301075268819,0.1461187214611872
0.162,0.5454619235566491,0.12698412698412698,0.1927710843373494,0.15311004784688995
0.163,0.5454619235566491,0.12698412698412698,0.1927710843373494,0.15311004784688995
0.164,0.5454619235566491,0.12698412698412698,0.1927710843373494,0.15311004784688995
0.165,0.5454619235566491,0.12698412698412698,0.1927710843373494,0.15311004784688995
0.166,0.5454619235566491,0.12698412698412698,0.1927710843373494,0.15311004784688995
0.167,0.5454619235566491,0.12698412698412698,0.1927710843373494,0.15311004784688995
0.168,0.5454619235566491,0.12698412698412698,0.1927710843373494,0.15311004784688995
0.169,0.5428392024193962,0.11904761904761904,0.19480519480519481,0.1477832512315271
0.17,0.5428392024193962,0.11904761904761904,0.19480519480519481,0.1477832512315271
0.171,0.5428392024193962,0.11904761904761904,0.19480519480519481,0.1477832512315271
0.17200000000000001,0.5428392024193962,0.11904761904761904,0.19480519480519481,0.1477832512315271
0.17300000000000001,0.5428392024193962,0.11904761904761904,0.19480519480519481,0.1477832512315271
0.17400000000000002,0.5428392024193962,0.11904761904761904,0.19480519480519481,0.1477832512315271
0.17500000000000002,0.5428392024193962,0.11904761904761904,0.19480519480519481,0.1477832512315271
0.17600000000000002,0.5402164812821433,0.1111111111111111,0.19718309859154928,0.14213197969543148
0.177,0.5402164812821433,0.1111111111111111,0.19718309859154928,0.14213197969543148
0.178,0.5402164812821433,0.1111111111111111,0.19718309859154928,0.14213197969543148
0.179,0.5402164812821433,0.1111111111111111,0.19718309859154928,0.14213197969543148
0.18,0.5402164812821433,0.1111111111111111,0.19718309859154928,0.14213197969543148
0.181,0.5402164812821433,0.1111111111111111,0.19718309859154928,0.14213197969543148
0.182,0.5402164812821433,0.1111111111111111,0.19718309859154928,0.14213197969543148
0.183,0.5397466126744921,0.10317460317460317,0.22807017543859648,0.14207650273224043
0.184,0.5397466126744921,0.10317460317460317,0.22807017543859648,0.14207650273224043
0.185,0.5397466126744921,0.10317460317460317,0.22807017543859648,0.14207650273224043
0.186,0.5397466126744921,0.10317460317460317,0.22807017543859648,0.14207650273224043
0.187,0.5397466126744921,0.10317460317460317,0.22807017543859648,0.14207650273224043
0.188,0.5397466126744921,0.10317460317460317,0.22807017543859648,0.14207650273224043
0.189,0.5397466126744921,0.10317460317460317,0.22807017543859648,0.14207650273224043
0.19,0.5397466126744921,0.10317460317460317,0.22807017543859648,0.14207650273224043
0.191,0.540823038939293,0.10317460317460317,0.24528301886792453,0.1452513966480447
0.192,0.540823038939293,0.10317460317460317,0.24528301886792453,0.1452513966480447
0.193,0.540823038939293,0.10317460317460317,0.24528301886792453,0.1452513966480447
0.194,0.540823038939293,0.10317460317460317,0.24528301886792453,0.1452513966480447
0.195,0.540823038939293,0.10317460317460317,0.24528301886792453,0.1452513966480447
0.196,0.540823038939293,0.10317460317460317,0.24528301886792453,0.1452513966480447
0.197,0.540823038939293,0.10317460317460317,0.24528301886792453,0.1452513966480447
0.198,0.540823038939293,0.10317460317460317,0.24528301886792453,0.1452513966480447
0.199,0.5416303586378937,0.10317460317460317,0.26,0.14772727272727273
0.2,0.5416303586378937,0.10317460317460317,0.26,0.14772727272727273
0.201,0.5416303586378937,0.10317460317460317,0.26,0.14772727272727273
0.202,0.5416303586378937,0.10317460317460317,0.26,0.14772727272727273
0.203,0.5416303586378937,0.10317460317460317,0.26,0.14772727272727273
0.20400000000000001,0.5416303586378937,0.10317460317460317,0.26,0.14772727272727273
0.20500000000000002,0.5416303586378937,0.10317460317460317,0.26,0.14772727272727273
0.20600000000000002,0.5416303586378937,0.10317460317460317,0.26,0.14772727272727273
0.20700000000000002,0.5379312112358399,0.09523809523809523,0.25,0.13793103448275862
0.20800000000000002,0.5379312112358399,0.09523809523809523,0.25,0.13793103448275862
0.20900000000000002,0.5379312112358399,0.09523809523809523,0.25,0.13793103448275862
0.21,0.5379312112358399,0.09523809523809523,0.25,0.13793103448275862
0.211,0.5379312112358399,0.09523809523809523,0.25,0.13793103448275862
0.212,0.5379312112358399,0.09523809523809523,0.25,0.13793103448275862
0.213,0.5379312112358399,0.09523809523809523,0.25,0.13793103448275862
0.214,0.5379312112358399,0.09523809523809523,0.25,0.13793103448275862
0.215,0.5379312112358399,0.09523809523809523,0.25,0.13793103448275862
0.216,0.5392767440668409,0.09523809523809523,0.27906976744186046,0.14201183431952663
0.217,0.5392767440668409,0.09523809523809523,0.27906976744186046,0.14201183431952663
0.218,0.5392767440668409,0.09523809523809523,0.27906976744186046,0.14201183431952663
0.219,0.5392767440668409,0.09523809523809523,0.27906976744186046,0.14201183431952663
0.22,0.5392767440668409,0.09523809523809523,0.27906976744186046,0.14201183431952663
0.221,0.5392767440668409,0.09523809523809523,0.27906976744186046,0.14201183431952663
0.222,0.5392767440668409,0.09523809523809523,0.27906976744186046,0.14201183431952663
0.223,0.5392767440668409,0.09523809523809523,0.27906976744186046,0.14201183431952663
0.224,0.5400840637654416,0.09523809523809523,0.3,0.14457831325301204
0.225,0.5400840637654416,0.09523809523809523,0.3,0.14457831325301204
0.226,0.5400840637654416,0.09523809523809523,0.3,0.14457831325301204
0.227,0.5400840637654416,0.09523809523809523,0.3,0.14457831325301204
0.228,0.5400840637654416,0.09523809523809523,0.3,0.14457831325301204
0.229,0.5400840637654416,0.09523809523809523,0.3,0.14457831325301204
0.23,0.5400840637654416,0.09523809523809523,0.3,0.14457831325301204
0.231,0.5400840637654416,0.09523809523809523,0.3,0.14457831325301204
0.232,0.5400840637654416,0.09523809523809523,0.3,0.14457831325301204
0.233,0.5363849163633878,0.0873015873015873,0.2894736842105263,0.13414634146341464
0.234,0.5363849163633878,0.0873015873015873,0.2894736842105263,0.13414634146341464
0.23500000000000001,0.5363849163633878,0.0873015873015873,0.2894736842105263,0.13414634146341464
0.23600000000000002,0.5363849163633878,0.0873015873015873,0.2894736842105263,0.13414634146341464
0.23700000000000002,0.5363849163633878,0.0873015873015873,0.2894736842105263,0.13414634146341464
0.23800000000000002,0.5363849163633878,0.0873015873015873,0.2894736842105263,0.13414634146341464
0.23900000000000002,0.5363849163633878,0.0873015873015873,0.2894736842105263,0.13414634146341464
0.24000000000000002,0.5363849163633878,0.0873015873015873,0.2894736842105263,0.13414634146341464
0.241,0.5363849163633878,0.0873015873015873,0.2894736842105263,0.13414634146341464
0.242,0.533762195226135,0.07936507936507936,0.3125,0.12658227848101267
0.243,0.533762195226135,0.07936507936507936,0.3125,0.12658227848101267
0.244,0.533762195226135,0.07936507936507936,0.3125,0.12658227848101267
0.245,0.533762195226135,0.07936507936507936,0.3125,0.12658227848101267
0.246,0.533762195226135,0.07936507936507936,0.3125,0.12658227848101267
0.247,0.533762195226135,0.07936507936507936,0.3125,0.12658227848101267
0.248,0.533762195226135,0.07936507936507936,0.3125,0.12658227848101267
0.249,0.533762195226135,0.07936507936507936,0.3125,0.12658227848101267
0.25,0.533762195226135,0.07936507936507936,0.3125,0.12658227848101267
0.251,0.533762195226135,0.07936507936507936,0.3125,0.12658227848101267
0.252,0.5269021135544278,0.06349206349206349,0.3076923076923077,0.10526315789473684
0.253,0.5269021135544278,0.06349206349206349,0.3076923076923077,0.10526315789473684
0.254,0.5269021135544278,0.06349206349206349,0.3076923076923077,0.10526315789473684
0.255,0.5269021135544278,0.06349206349206349,0.3076923076923077,0.10526315789473684
0.256,0.5269021135544278,0.06349206349206349,0.3076923076923077,0.10526315789473684
0.257,0.5269021135544278,0.06349206349206349,0.3076923076923077,0.10526315789473684
0.258,0.5269021135544278,0.06349206349206349,0.3076923076923077,0.10526315789473684
0.259,0.5269021135544278,0.06349206349206349,0.3076923076923077,0.10526315789473684
0.26,0.5269021135544278,0.06349206349206349,0.3076923076923077,0.10526315789473684
0.261,0.5269021135544278,0.06349206349206349,0.3076923076923077,0.10526315789473684
0.262,0.523202966152374,0.05555555555555555,0.2916666666666667,0.09333333333333334
0.263,0.523202966152374,0.05555555555555555,0.2916666666666667,0.09333333333333334
0.264,0.523202966152374,0.05555555555555555,0.2916666666666667,0.09333333333333334
0.265,0.523202966152374,0.05555555555555555,0.2916666666666667,0.09333333333333334
0.266,0.523202966152374,0.05555555555555555,0.2916666666666667,0.09333333333333334
0.267,0.523202966152374,0.05555555555555555,0.2916666666666667,0.09333333333333334
0.268,0.523202966152374,0.05555555555555555,0.2916666666666667,0.09333333333333334
0.269,0.523202966152374,0.05555555555555555,0.2916666666666667,0.09333333333333334
0.27,0.523202966152374,0.05555555555555555,0.2916666666666667,0.09333333333333334
0.271,0.523202966152374,0.05555555555555555,0.2916666666666667,0.09333333333333334
0.272,0.5200420318827208,0.047619047619047616,0.3,0.0821917808219178
0.273,0.5200420318827208,0.047619047619047616,0.3,0.0821917808219178
0.274,0.5200420318827208,0.047619047619047616,0.3,0.0821917808219178
0.275,0.5200420318827208,0.047619047619047616,0.3,0.0821917808219178
0.276,0.5200420318827208,0.047619047619047616,0.3,0.0821917808219178
0.277,0.5200420318827208,0.047619047619047616,0.3,0.0821917808219178
0.278,0.5200420318827208,0.047619047619047616,0.3,0.0821917808219178
0.279,0.5200420318827208,0.047619047619047616,0.3,0.0821917808219178
0.28,0.5200420318827208,0.047619047619047616,0.3,0.0821917808219178
0.281,0.5200420318827208,0.047619047619047616,0.3,0.0821917808219178
0.28200000000000003,0.5205802450151212,0.047619047619047616,0.3333333333333333,0.08333333333333333
0.28300000000000003,0.5205802450151212,0.047619047619047616,0.3333333333333333,0.08333333333333333
0.28400000000000003,0.5205802450151212,0.047619047619047616,0.3333333333333333,0.08333333333333333
0.28500000000000003,0.5205802450151212,0.047619047619047616,0.3333333333333333,0.08333333333333333
0.28600000000000003,0.5205802450151212,0.047619047619047616,0.3333333333333333,0.08333333333333333
0.28700000000000003,0.5205802450151212,0.047619047619047616,0.3333333333333333,0.08333333333333333
0.28800000000000003,0.5205802450151212,0.047619047619047616,0.3333333333333333,0.08333333333333333
0.28900000000000003,0.5205802450151212,0.047619047619047616,0.3333333333333333,0.08333333333333333
0.29,0.5205802450151212,0.047619047619047616,0.3333333333333333,0.08333333333333333
0.291,0.5205802450151212,0.047619047619047616,0.3333333333333333,0.08333333333333333
0.292,0.5205802450151212,0.047619047619047616,0.3333333333333333,0.08333333333333333
0.293,0.5205802450151212,0.047619047619047616,0.3333333333333333,0.08333333333333333
0.294,0.5205802450151212,0.047619047619047616,0.3333333333333333,0.08333333333333333
0.295,0.5205802450151212,0.047619047619047616,0.3333333333333333,0.08333333333333333
0.296,0.5205802450151212,0.047619047619047616,0.3333333333333333,0.08333333333333333
0.297,0.5205802450151212,0.047619047619047616,0.3333333333333333,0.08333333333333333
0.298,0.5205802450151212,0.047619047619047616,0.3333333333333333,0.08333333333333333
0.299,0.5205802450151212,0.047619047619047616,0.3333333333333333,0.08333333333333333
0.3,0.5205802450151212,0.047619047619047616,0.3333333333333333,0.08333333333333333
0.301,0.5205802450151212,0.047619047619047616,0.3333333333333333,0.08333333333333333
0.302,0.5205802450151212,0.047619047619047616,0.3333333333333333,0.08333333333333333
0.303,0.5208493515813214,0.047619047619047616,0.35294117647058826,0.08391608391608392
0.304,0.5208493515813214,0.047619047619047616,0.35294117647058826,0.08391608391608392
0.305,0.5208493515813214,0.047619047619047616,0.35294117647058826,0.08391608391608392
0.306,0.5208493515813214,0.047619047619047616,0.35294117647058826,0.08391608391608392
0.307,0.5208493515813214,0.047619047619047616,0.35294117647058826,0.08391608391608392
0.308,0.5208493515813214,0.047619047619047616,0.35294117647058826,0.08391608391608392
0.309,0.5208493515813214,0.047619047619047616,0.35294117647058826,0.08391608391608392
0.31,0.5208493515813214,0.047619047619047616,0.35294117647058826,0.08391608391608392
0.311,0.5208493515813214,0.047619047619047616,0.35294117647058826,0.08391608391608392
0.312,0.5208493515813214,0.047619047619047616,0.35294117647058826,0.08391608391608392
0.313,0.5208493515813214,0.047619047619047616,0.35294117647058826,0.08391608391608392
0.314,0.5208493515813214,0.047619047619047616,0.35294117647058826,0.08391608391608392
0.315,0.5208493515813214,0.047619047619047616,0.35294117647058826,0.08391608391608392
0.316,0.5208493515813214,0.047619047619047616,0.35294117647058826,0.08391608391608392
0.317,0.5208493515813214,0.047619047619047616,0.35294117647058826,0.08391608391608392
0.318,0.5208493515813214,0.047619047619047616,0.35294117647058826,0.08391608391608392
0.319,0.5208493515813214,0.047619047619047616,0.35294117647058826,0.08391608391608392
0.32,0.5208493515813214,0.047619047619047616,0.35294117647058826,0.08391608391608392
0.321,0.5208493515813214,0.047619047619047616,0.35294117647058826,0.08391608391608392
0.322,0.5208493515813214,0.047619047619047616,0.35294117647058826,0.08391608391608392
0.323,0.5208493515813214,0.047619047619047616,0.35294117647058826,0.08391608391608392
0.324,0.5208493515813214,0.047619047619047616,0.35294117647058826,0.08391608391608392
0.325,0.5208493515813214,0.047619047619047616,0.35294117647058826,0.08391608391608392
0.326,0.5208493515813214,0.047619047619047616,0.35294117647058826,0.08391608391608392
0.327,0.5208493515813214,0.047619047619047616,0.35294117647058826,0.08391608391608392
0.328,0.5208493515813214,0.047619047619047616,0.35294117647058826,0.08391608391608392
0.329,0.5208493515813214,0.047619047619047616,0.35294117647058826,0.08391608391608392
0.33,0.5208493515813214,0.047619047619047616,0.35294117647058826,0.08391608391608392
0.331,0.5208493515813214,0.047619047619047616,0.35294117647058826,0.08391608391608392
0.332,0.5208493515813214,0.047619047619047616,0.35294117647058826,0.08391608391608392
0.333,0.5208493515813214,0.047619047619047616,0.35294117647058826,0.08391608391608392
0.334,0.5208493515813214,0.047619047619047616,0.35294117647058826,0.08391608391608392
0.335,0.5208493515813214,0.047619047619047616,0.35294117647058826,0.08391608391608392
0.336,0.5213875647137218,0.047619047619047616,0.4,0.0851063829787234
0.337,0.5213875647137218,0.047619047619047616,0.4,0.0851063829787234
0.338,0.5213875647137218,0.047619047619047616,0.4,0.0851063829787234
0.339,0.5213875647137218,0.047619047619047616,0.4,0.0851063829787234
0.34,0.5213875647137218,0.047619047619047616,0.4,0.0851063829787234
0.341,0.5213875647137218,0.047619047619047616,0.4,0.0851063829787234
0.342,0.5213875647137218,0.047619047619047616,0.4,0.0851063829787234
0.343,0.5213875647137218,0.047619047619047616,0.4,0.0851063829787234
0.34400000000000003,0.5213875647137218,0.047619047619047616,0.4,0.0851063829787234
0.34500000000000003,0.5213875647137218,0.047619047619047616,0.4,0.0851063829787234
0.34600000000000003,0.5213875647137218,0.047619047619047616,0.4,0.0851063829787234
0.34700000000000003,0.5216566712799221,0.047619047619047616,0.42857142857142855,0.08571428571428572
0.34800000000000003,0.5216566712799221,0.047619047619047616,0.42857142857142855,0.08571428571428572
0.34900000000000003,0.5216566712799221,0.047619047619047616,0.42857142857142855,0.08571428571428572
0.35000000000000003,0.5216566712799221,0.047619047619047616,0.42857142857142855,0.08571428571428572
0.35100000000000003,0.5216566712799221,0.047619047619047616,0.42857142857142855,0.08571428571428572
0.35200000000000004,0.5216566712799221,0.047619047619047616,0.42857142857142855,0.08571428571428572
0.353,0.5216566712799221,0.047619047619047616,0.42857142857142855,0.08571428571428572
0.354,0.5216566712799221,0.047619047619047616,0.42857142857142855,0.08571428571428572
0.355,0.5216566712799221,0.047619047619047616,0.42857142857142855,0.08571428571428572
0.356,0.5216566712799221,0.047619047619047616,0.42857142857142855,0.08571428571428572
0.357,0.5216566712799221,0.047619047619047616,0.42857142857142855,0.08571428571428572
