evidence_id,mapping_type,factor_1,factor_2,factor_1_display,factor_2_display,factor_aliases,factor_mapping_status,risk_factor_raw,space,space_categories,space_raw,recommendation,expected_effect,evidence_text,evidence_type_raw,evidence_type_standard,evidence_score,sms,tier,eligible,target_object,source,source_file,source_file_match_status,doi,source_url,search_text,review_status,review_note
E0028,single,동작수행 어려움_쉬지않고 10계단 오르기,,동작수행 어려움_쉬지않고 10계단 오르기,,동작수행 어려움_쉬지않고 10계단 오르기,원문명_유지,동작수행 어려움_쉬지않고 10계단 오르기,계단,계단,계단,계단 측면에 난간(handrail)을 설치하여 오르내릴 때 지지와 균형 보조를 제공.,계단 이용 시 안전감 향상(자가보고된 개선; 'Managing stairs' 안전성 개선 보고).,공간: 계단. 개선전략: 계단 측면에 난간(handrail)을 설치하여 오르내릴 때 지지와 균형 보조를 제공.. 기대효과: 계단 이용 시 안전감 향상(자가보고된 개선; 'Managing stairs' 안전성 개선 보고).,비무작위 중재연구,코호트/비무작위 중재연구,2,0.667,Tier 2,TRUE,손잡이/난간,IMPACT OF HOME MODIFICATION SERVICES ON ABILITY IN EVERYDAY LIFE FOR PEOPLE AGEING WITH DISABILITIES,,미확인_0.59,10.2340/16501977-0160,https://doi.org/10.2340/16501977-0160,위험요인=동작수행 어려움_쉬지않고 10계단 오르기 | 모델요인=동작수행 어려움_쉬지않고 10계단 오르기 | 별칭=동작수행 어려움_쉬지않고 10계단 오르기 | 공간=계단 | 개선대상=손잡이/난간 | 개선전략=계단 측면에 난간(handrail)을 설치하여 오르내릴 때 지지와 균형 보조를 제공. | 기대효과=계단 이용 시 안전감 향상(자가보고된 개선; 'Managing stairs' 안전성 개선 보고). | 근거유형=코호트/비무작위 중재연구 | 출처=IMPACT OF HOME MODIFICATION SERVICES ON ABILITY IN EVERYDAY LIFE FOR PEOPLE AGEING WITH DISABILITIES,자동분류완료,
E0029,single,근력상태_의자나 침대에 앉았다가 일어나기 5회 반복,,근력상태_의자나 침대에 앉았다가 일어나기 5회 반복,,근력상태_의자나 침대에 앉았다가 일어나기 5회 반복,원문명_유지,근력상태_의자나 침대에 앉았다가 일어나기 5회 반복,욕실,욕실|침실,욕실/화장실/침실,변기·샤워·침대 주변 등 전이 지점에 보조 손잡이(그랩바/난간)를 설치하여 앉고 일어서는 동작을 지지하도록 함.,"전이 동작(침대·의자·변기에서의 앉기-일어서기) 관련 난이도 감소 및 안전감 향상(자가보고된 개선; 'Move in and out of bed', 'Transfer to toilet' 등 개선 보고).","공간: 욕실. 개선전략: 변기·샤워·침대 주변 등 전이 지점에 보조 손잡이(그랩바/난간)를 설치하여 앉고 일어서는 동작을 지지하도록 함.. 기대효과: 전이 동작(침대·의자·변기에서의 앉기-일어서기) 관련 난이도 감소 및 안전감 향상(자가보고된 개선; 'Move in and out of bed', 'Transfer to toilet' 등 개선 보고).",비무작위 중재연구,코호트/비무작위 중재연구,2,0.667,Tier 2,TRUE,손잡이/난간,IMPACT OF HOME MODIFICATION SERVICES ON ABILITY IN EVERYDAY LIFE FOR PEOPLE AGEING WITH DISABILITIES,,미확인_0.59,10.2340/16501977-0160,https://doi.org/10.2340/16501977-0160,"위험요인=근력상태_의자나 침대에 앉았다가 일어나기 5회 반복 | 모델요인=근력상태_의자나 침대에 앉았다가 일어나기 5회 반복 | 별칭=근력상태_의자나 침대에 앉았다가 일어나기 5회 반복 | 공간=욕실|침실 | 개선대상=손잡이/난간 | 개선전략=변기·샤워·침대 주변 등 전이 지점에 보조 손잡이(그랩바/난간)를 설치하여 앉고 일어서는 동작을 지지하도록 함. | 기대효과=전이 동작(침대·의자·변기에서의 앉기-일어서기) 관련 난이도 감소 및 안전감 향상(자가보고된 개선; 'Move in and out of bed', 'Transfer to toilet' 등 개선 보고). | 근거유형=코호트/비무작위 중재연구 | 출처=IMPACT OF HOME MODIFICATION SERVICES ON ABILITY IN EVERYDAY LIFE FOR PEOPLE AGEING WITH DISABILITIES",자동분류완료,
E0030,single,IADL,,IADL,,IADL|도구적 일상생활수행능력,대표모델명_자동매핑,IADL,주거공간 전반,주거공간 전반,주거공간 전반,욕실 리모델링·출입구 자동문·경사로·난간 등 복합적 주택 개조를 통해 집 안의 물리적 장벽을 광범위하게 제거(복합적 환경개선 제공).,"외출·보행 관련 과제(예: 'Walk a block', 장보기 등)에서의 자가보고된 난이도 감소 및 안전감 향상(논문에서 간접 효과로 보고됨).","공간: 주거공간 전반. 개선전략: 욕실 리모델링·출입구 자동문·경사로·난간 등 복합적 주택 개조를 통해 집 안의 물리적 장벽을 광범위하게 제거(복합적 환경개선 제공).. 기대효과: 외출·보행 관련 과제(예: 'Walk a block', 장보기 등)에서의 자가보고된 난이도 감소 및 안전감 향상(논문에서 간접 효과로 보고됨).",비무작위 중재연구,코호트/비무작위 중재연구,2,0.667,Tier 2,TRUE,,IMPACT OF HOME MODIFICATION SERVICES ON ABILITY IN EVERYDAY LIFE FOR PEOPLE AGEING WITH DISABILITIES,,미확인_0.59,10.2340/16501977-0160,https://doi.org/10.2340/16501977-0160,"위험요인=IADL | 모델요인=IADL | 별칭=IADL|도구적 일상생활수행능력 | 공간=주거공간 전반 | 개선대상= | 개선전략=욕실 리모델링·출입구 자동문·경사로·난간 등 복합적 주택 개조를 통해 집 안의 물리적 장벽을 광범위하게 제거(복합적 환경개선 제공). | 기대효과=외출·보행 관련 과제(예: 'Walk a block', 장보기 등)에서의 자가보고된 난이도 감소 및 안전감 향상(논문에서 간접 효과로 보고됨). | 근거유형=코호트/비무작위 중재연구 | 출처=IMPACT OF HOME MODIFICATION SERVICES ON ABILITY IN EVERYDAY LIFE FOR PEOPLE AGEING WITH DISABILITIES",자동분류완료,
E0031,single,일상생활의 불편함_시력,,시력,,시력|일상생활의 불편함_시력|시각기능,대표모델명_자동매핑,시력,욕실,욕실|침실|복도|현관|주거공간 전반,"주거공간 전반 (현관, 복도, 침실, 욕실)","고대비 트림(문·가구 가장자리 등)과 눈부심이 적은 바닥재를 적용하고, 침실에서 욕실로 이어지는 이동 경로 및 복도·현관에 모션센서 또는 야간 센서등을 설치하여 어두운 시간대 시인성 확보","야간 및 실내 시인성 향상, 시각 정보 판독성 개선","공간: 욕실. 개선전략: 고대비 트림(문·가구 가장자리 등)과 눈부심이 적은 바닥재를 적용하고, 침실에서 욕실로 이어지는 이동 경로 및 복도·현관에 모션센서 또는 야간 센서등을 설치하여 어두운 시간대 시인성 확보. 기대효과: 야간 및 실내 시인성 향상, 시각 정보 판독성 개선",리뷰,비체계적 리뷰/문헌고찰,1,0.333,Tier 3,TRUE,"조명, 바닥, 현관, 복도",Assessing and Adapting the Home Environment to Reduce Falls and Meet the Changing Capacity of Older Adults,Assessing and Adapting the Home Environment to Reduce Falls and Meet the Changing Capacity of Older Adults.pdf,자동매칭_1.00,10.1080/02763893.2012.673382,https://doi.org/10.1080/02763893.2012.673382,"위험요인=시력 | 모델요인=일상생활의 불편함_시력 | 별칭=시력|일상생활의 불편함_시력|시각기능 | 공간=욕실|침실|복도|현관|주거공간 전반 | 개선대상=조명, 바닥, 현관, 복도 | 개선전략=고대비 트림(문·가구 가장자리 등)과 눈부심이 적은 바닥재를 적용하고, 침실에서 욕실로 이어지는 이동 경로 및 복도·현관에 모션센서 또는 야간 센서등을 설치하여 어두운 시간대 시인성 확보 | 기대효과=야간 및 실내 시인성 향상, 시각 정보 판독성 개선 | 근거유형=비체계적 리뷰/문헌고찰 | 출처=Assessing and Adapting the Home Environment to Reduce Falls and Meet the Changing Capacity of Older Adults",검토필요_리뷰유형모호,체계적 문헌고찰인지 서술적 리뷰인지 원문 확인 필요
E0032,single,근력상태_의자나 침대에 앉았다가 일어나기 5회 반복,,근력상태_의자나 침대에 앉았다가 일어나기 5회 반복,,근력상태_의자나 침대에 앉았다가 일어나기 5회 반복,원문명_유지,근력상태_의자나 침대에 앉았다가 일어나기 5회 반복,욕실,욕실|침실,욕실·화장실 및 침실 주변 이동 경로,"화장실과 욕조·샤워 주변, 침실 전이 지점 등 전이(앉기/일어서기)가 일어나는 지점에 견고한 손잡이(grab bars)와 난간을 설치하여 전이 시 지지 제공",기립 및 전이 시 안정성 향상·전이 수행 부담 감소,"공간: 욕실. 개선전략: 화장실과 욕조·샤워 주변, 침실 전이 지점 등 전이(앉기/일어서기)가 일어나는 지점에 견고한 손잡이(grab bars)와 난간을 설치하여 전이 시 지지 제공. 기대효과: 기립 및 전이 시 안정성 향상·전이 수행 부담 감소",리뷰,비체계적 리뷰/문헌고찰,1,0.333,Tier 3,TRUE,"손잡이(그랩바), 난간, 변기 주변",Assessing and Adapting the Home Environment to Reduce Falls and Meet the Changing Capacity of Older Adults,Assessing and Adapting the Home Environment to Reduce Falls and Meet the Changing Capacity of Older Adults.pdf,자동매칭_1.00,10.1080/02763893.2012.673382,https://doi.org/10.1080/02763893.2012.673382,"위험요인=근력상태_의자나 침대에 앉았다가 일어나기 5회 반복 | 모델요인=근력상태_의자나 침대에 앉았다가 일어나기 5회 반복 | 별칭=근력상태_의자나 침대에 앉았다가 일어나기 5회 반복 | 공간=욕실|침실 | 개선대상=손잡이(그랩바), 난간, 변기 주변 | 개선전략=화장실과 욕조·샤워 주변, 침실 전이 지점 등 전이(앉기/일어서기)가 일어나는 지점에 견고한 손잡이(grab bars)와 난간을 설치하여 전이 시 지지 제공 | 기대효과=기립 및 전이 시 안정성 향상·전이 수행 부담 감소 | 근거유형=비체계적 리뷰/문헌고찰 | 출처=Assessing and Adapting the Home Environment to Reduce Falls and Meet the Changing Capacity of Older Adults",검토필요_리뷰유형모호,체계적 문헌고찰인지 서술적 리뷰인지 원문 확인 필요
E0033,single,동작수행 어려움_머리보다 높은 곳에 있는 것 손 뻗쳐 닿기,,동작수행 어려움_머리보다 높은 곳에 있는 것 손 뻗쳐 닿기,,동작수행 어려움_머리보다 높은 곳에 있는 것 손 뻗쳐 닿기,원문명_유지,동작수행 어려움_머리보다 높은 곳에 있는 것 손 뻗쳐 닿기,주방,주방,주방 및 수납공간,"자주 사용하는 물품을 머리 위 선반이 아닌 손이 닿기 쉬운 낮은 선반이나 허리 높이 수납으로 재배치하고, 필요 시 리처(reacher) 등 저기술 보조기구를 제공","높은 곳에 손을 뻗는 동작 감소로 균형·과신전 상황 회피, 보행·전이 부담 감소","공간: 주방. 개선전략: 자주 사용하는 물품을 머리 위 선반이 아닌 손이 닿기 쉬운 낮은 선반이나 허리 높이 수납으로 재배치하고, 필요 시 리처(reacher) 등 저기술 보조기구를 제공. 기대효과: 높은 곳에 손을 뻗는 동작 감소로 균형·과신전 상황 회피, 보행·전이 부담 감소",리뷰,비체계적 리뷰/문헌고찰,1,0.333,Tier 3,TRUE,"수납장, 조리도구, 보조기구(리처)",Assessing and Adapting the Home Environment to Reduce Falls and Meet the Changing Capacity of Older Adults,Assessing and Adapting the Home Environment to Reduce Falls and Meet the Changing Capacity of Older Adults.pdf,자동매칭_1.00,10.1080/02763893.2012.673382,https://doi.org/10.1080/02763893.2012.673382,"위험요인=동작수행 어려움_머리보다 높은 곳에 있는 것 손 뻗쳐 닿기 | 모델요인=동작수행 어려움_머리보다 높은 곳에 있는 것 손 뻗쳐 닿기 | 별칭=동작수행 어려움_머리보다 높은 곳에 있는 것 손 뻗쳐 닿기 | 공간=주방 | 개선대상=수납장, 조리도구, 보조기구(리처) | 개선전략=자주 사용하는 물품을 머리 위 선반이 아닌 손이 닿기 쉬운 낮은 선반이나 허리 높이 수납으로 재배치하고, 필요 시 리처(reacher) 등 저기술 보조기구를 제공 | 기대효과=높은 곳에 손을 뻗는 동작 감소로 균형·과신전 상황 회피, 보행·전이 부담 감소 | 근거유형=비체계적 리뷰/문헌고찰 | 출처=Assessing and Adapting the Home Environment to Reduce Falls and Meet the Changing Capacity of Older Adults",검토필요_리뷰유형모호,체계적 문헌고찰인지 서술적 리뷰인지 원문 확인 필요
E0034,single,동작수행 어려움_쌀 1말(8kg) 정도 물건 들어 올리거나 옮기기,,동작수행 어려움_쌀 1말(8kg) 정도 물건 들어 올리거나 옮기기,,동작수행 어려움_쌀 1말(8kg) 정도 물건 들어 올리거나 옮기기,원문명_유지,동작수행 어려움_쌀 1말(8kg) 정도 물건 들어 올리거나 옮기기,주방,주방,주방·저장공간,"무거운 물품은 허리 높이의 접근 가능한 수납에 배치하고, 무거운 물건 취급을 줄이기 위해 물품 위치를 조정하거나 필요 시 보조기구 사용 또는 협력 이동을 권장",중량물 취급 시 신체적 부담 및 넘어짐 위험 감소,"공간: 주방. 개선전략: 무거운 물품은 허리 높이의 접근 가능한 수납에 배치하고, 무거운 물건 취급을 줄이기 위해 물품 위치를 조정하거나 필요 시 보조기구 사용 또는 협력 이동을 권장. 기대효과: 중량물 취급 시 신체적 부담 및 넘어짐 위험 감소",리뷰,비체계적 리뷰/문헌고찰,1,0.333,Tier 3,TRUE,"수납장, 조리대",Assessing and Adapting the Home Environment to Reduce Falls and Meet the Changing Capacity of Older Adults,Assessing and Adapting the Home Environment to Reduce Falls and Meet the Changing Capacity of Older Adults.pdf,자동매칭_1.00,10.1080/02763893.2012.673382,https://doi.org/10.1080/02763893.2012.673382,"위험요인=동작수행 어려움_쌀 1말(8kg) 정도 물건 들어 올리거나 옮기기 | 모델요인=동작수행 어려움_쌀 1말(8kg) 정도 물건 들어 올리거나 옮기기 | 별칭=동작수행 어려움_쌀 1말(8kg) 정도 물건 들어 올리거나 옮기기 | 공간=주방 | 개선대상=수납장, 조리대 | 개선전략=무거운 물품은 허리 높이의 접근 가능한 수납에 배치하고, 무거운 물건 취급을 줄이기 위해 물품 위치를 조정하거나 필요 시 보조기구 사용 또는 협력 이동을 권장 | 기대효과=중량물 취급 시 신체적 부담 및 넘어짐 위험 감소 | 근거유형=비체계적 리뷰/문헌고찰 | 출처=Assessing and Adapting the Home Environment to Reduce Falls and Meet the Changing Capacity of Older Adults",검토필요_리뷰유형모호,체계적 문헌고찰인지 서술적 리뷰인지 원문 확인 필요
E0035,single,동작수행 어려움_쉬지않고 10계단 오르기,,동작수행 어려움_쉬지않고 10계단 오르기,,동작수행 어려움_쉬지않고 10계단 오르기,원문명_유지,동작수행 어려움_쉬지않고 10계단 오르기,계단,계단|현관,"계단, 현관","계단 양측에 견고한 난간을 설치하고 계단 조명을 개선하며 미끄럼 방지 표면을 적용하거나 가능한 경우 제로-스텝(zero-step) 출입, 경사로 설치 또는 계단 글라이드 설치를 검토",계단 이용 시 안정성 향상 및 보행 부담 감소,"공간: 계단. 개선전략: 계단 양측에 견고한 난간을 설치하고 계단 조명을 개선하며 미끄럼 방지 표면을 적용하거나 가능한 경우 제로-스텝(zero-step) 출입, 경사로 설치 또는 계단 글라이드 설치를 검토. 기대효과: 계단 이용 시 안정성 향상 및 보행 부담 감소",리뷰,비체계적 리뷰/문헌고찰,1,0.333,Tier 3,TRUE,"계단, 난간, 문턱, 계단 표면, 경사로/계단 글라이드",Assessing and Adapting the Home Environment to Reduce Falls and Meet the Changing Capacity of Older Adults,Assessing and Adapting the Home Environment to Reduce Falls and Meet the Changing Capacity of Older Adults.pdf,자동매칭_1.00,10.1080/02763893.2012.673382,https://doi.org/10.1080/02763893.2012.673382,"위험요인=동작수행 어려움_쉬지않고 10계단 오르기 | 모델요인=동작수행 어려움_쉬지않고 10계단 오르기 | 별칭=동작수행 어려움_쉬지않고 10계단 오르기 | 공간=계단|현관 | 개선대상=계단, 난간, 문턱, 계단 표면, 경사로/계단 글라이드 | 개선전략=계단 양측에 견고한 난간을 설치하고 계단 조명을 개선하며 미끄럼 방지 표면을 적용하거나 가능한 경우 제로-스텝(zero-step) 출입, 경사로 설치 또는 계단 글라이드 설치를 검토 | 기대효과=계단 이용 시 안정성 향상 및 보행 부담 감소 | 근거유형=비체계적 리뷰/문헌고찰 | 출처=Assessing and Adapting the Home Environment to Reduce Falls and Meet the Changing Capacity of Older Adults",검토필요_리뷰유형모호,체계적 문헌고찰인지 서술적 리뷰인지 원문 확인 필요
E0036,single,ADL,,ADL,,ADL|일상생활수행능력,대표모델명_자동매핑,ADL,욕실,욕실|주방|거실|복도|주거공간 전반,주거공간 전반(복도·거실·주방·욕실),"가구 재배치로 동선 확보 및 빈번한 동선은 짧고 넓게 설계하고, 불안정한 깔개·장애물 제거(감법), 문턱 제거·문 폭 확대 등 구조적 변경(변환적 조치)을 통해 일상 동작 수행을 용이하게 함",일상생활 수행 능력(ADL) 지원 및 이동 경로의 장애물 감소,"공간: 욕실. 개선전략: 가구 재배치로 동선 확보 및 빈번한 동선은 짧고 넓게 설계하고, 불안정한 깔개·장애물 제거(감법), 문턱 제거·문 폭 확대 등 구조적 변경(변환적 조치)을 통해 일상 동작 수행을 용이하게 함. 기대효과: 일상생활 수행 능력(ADL) 지원 및 이동 경로의 장애물 감소",리뷰,비체계적 리뷰/문헌고찰,1,0.333,Tier 3,TRUE,"바닥, 가구, 문턱, 문",Assessing and Adapting the Home Environment to Reduce Falls and Meet the Changing Capacity of Older Adults,Assessing and Adapting the Home Environment to Reduce Falls and Meet the Changing Capacity of Older Adults.pdf,자동매칭_1.00,10.1080/02763893.2012.673382,https://doi.org/10.1080/02763893.2012.673382,"위험요인=ADL | 모델요인=ADL | 별칭=ADL|일상생활수행능력 | 공간=욕실|주방|거실|복도|주거공간 전반 | 개선대상=바닥, 가구, 문턱, 문 | 개선전략=가구 재배치로 동선 확보 및 빈번한 동선은 짧고 넓게 설계하고, 불안정한 깔개·장애물 제거(감법), 문턱 제거·문 폭 확대 등 구조적 변경(변환적 조치)을 통해 일상 동작 수행을 용이하게 함 | 기대효과=일상생활 수행 능력(ADL) 지원 및 이동 경로의 장애물 감소 | 근거유형=비체계적 리뷰/문헌고찰 | 출처=Assessing and Adapting the Home Environment to Reduce Falls and Meet the Changing Capacity of Older Adults",검토필요_리뷰유형모호,체계적 문헌고찰인지 서술적 리뷰인지 원문 확인 필요
E0037,single,인지기능_총점,,인지기능,,인지기능|인지기능_총점|인지저하,대표모델명_자동매핑,인지기능,욕실,욕실|침실|주거공간 전반,주거공간 전반(특히 욕실·침실),"움직임·넘어짐 징후를 감지하는 센서와 카메라, 분위기(ambiance) 장치 등을 개인 응급호출시스템(PERS)과 연동하여 위험 행동을 조기 탐지·알림하도록 설치하고, 단순·비침습적 UI를 적용하여 사용 장벽을 낮춤",위험행동의 조기 탐지 및 보호자/서비스 제공자 알림으로 안전관리 보조,"공간: 욕실. 개선전략: 움직임·넘어짐 징후를 감지하는 센서와 카메라, 분위기(ambiance) 장치 등을 개인 응급호출시스템(PERS)과 연동하여 위험 행동을 조기 탐지·알림하도록 설치하고, 단순·비침습적 UI를 적용하여 사용 장벽을 낮춤. 기대효과: 위험행동의 조기 탐지 및 보호자/서비스 제공자 알림으로 안전관리 보조",리뷰,비체계적 리뷰/문헌고찰,1,0.333,Tier 3,TRUE,"센서, 카메라, 개인응급호출시스템(PERS), 조명",Assessing and Adapting the Home Environment to Reduce Falls and Meet the Changing Capacity of Older Adults,Assessing and Adapting the Home Environment to Reduce Falls and Meet the Changing Capacity of Older Adults.pdf,자동매칭_1.00,10.1080/02763893.2012.673382,https://doi.org/10.1080/02763893.2012.673382,"위험요인=인지기능 | 모델요인=인지기능_총점 | 별칭=인지기능|인지기능_총점|인지저하 | 공간=욕실|침실|주거공간 전반 | 개선대상=센서, 카메라, 개인응급호출시스템(PERS), 조명 | 개선전략=움직임·넘어짐 징후를 감지하는 센서와 카메라, 분위기(ambiance) 장치 등을 개인 응급호출시스템(PERS)과 연동하여 위험 행동을 조기 탐지·알림하도록 설치하고, 단순·비침습적 UI를 적용하여 사용 장벽을 낮춤 | 기대효과=위험행동의 조기 탐지 및 보호자/서비스 제공자 알림으로 안전관리 보조 | 근거유형=비체계적 리뷰/문헌고찰 | 출처=Assessing and Adapting the Home Environment to Reduce Falls and Meet the Changing Capacity of Older Adults",검토필요_리뷰유형모호,체계적 문헌고찰인지 서술적 리뷰인지 원문 확인 필요
E0038,single,낙상 경험,,낙상 경험,,낙상 경험|낙상경험|과거 낙상,대표모델명_자동매핑,낙상 경험,주거공간 전반,주거공간 전반,주거공간 전반,"작업치료사(또는 전문평가자)가 수행하는 포괄적 가정환경 평가 후 우선순위에 따라 추가(손잡이·조명 설치), 제거(깔개·장애물 제거), 구조적 변환(문폭 확장·경사로) 및 보조기술 연계 등 맞춤형 주택수정과 추적관리를 시행",문헌에서 보고된 바와 같이 환경요소를 포함한 다요인 중재 후 낙상률 감소(리뷰에서 참조된 메타분석: 전체 집단에서 약 21% 감소 등 보고),"공간: 주거공간 전반. 개선전략: 작업치료사(또는 전문평가자)가 수행하는 포괄적 가정환경 평가 후 우선순위에 따라 추가(손잡이·조명 설치), 제거(깔개·장애물 제거), 구조적 변환(문폭 확장·경사로) 및 보조기술 연계 등 맞춤형 주택수정과 추적관리를 시행. 기대효과: 문헌에서 보고된 바와 같이 환경요소를 포함한 다요인 중재 후 낙상률 감소(리뷰에서 참조된 메타분석: 전체 집단에서 약 21% 감소 등 보고)",메타분석·리뷰(문헌고찰) 참조,체계적 문헌고찰/메타분석,3,1.000,Tier 1,TRUE,"손잡이, 조명, 바닥, 수납, 가구",Assessing and Adapting the Home Environment to Reduce Falls and Meet the Changing Capacity of Older Adults,Assessing and Adapting the Home Environment to Reduce Falls and Meet the Changing Capacity of Older Adults.pdf,자동매칭_1.00,10.1080/02763893.2012.673382,https://doi.org/10.1080/02763893.2012.673382,"위험요인=낙상 경험 | 모델요인=낙상 경험 | 별칭=낙상 경험|낙상경험|과거 낙상 | 공간=주거공간 전반 | 개선대상=손잡이, 조명, 바닥, 수납, 가구 | 개선전략=작업치료사(또는 전문평가자)가 수행하는 포괄적 가정환경 평가 후 우선순위에 따라 추가(손잡이·조명 설치), 제거(깔개·장애물 제거), 구조적 변환(문폭 확장·경사로) 및 보조기술 연계 등 맞춤형 주택수정과 추적관리를 시행 | 기대효과=문헌에서 보고된 바와 같이 환경요소를 포함한 다요인 중재 후 낙상률 감소(리뷰에서 참조된 메타분석: 전체 집단에서 약 21% 감소 등 보고) | 근거유형=체계적 문헌고찰/메타분석 | 출처=Assessing and Adapting the Home Environment to Reduce Falls and Meet the Changing Capacity of Older Adults",자동분류완료,
E0039,single,동작수행 어려움_운동장 한 바퀴(400m)정도 걷기,,동작수행 어려움_운동장 한 바퀴(400m)정도 걷기,,동작수행 어려움_운동장 한 바퀴(400m)정도 걷기,원문명_유지,동작수행 어려움_운동장 한 바퀴(400m)정도 걷기,거실,거실|복도,복도·거실·주거 동선 전반,"복도와 통로를 짧고 넓게 확보하도록 가구를 재배치하고, 느슨하거나 깊은 깔개 및 닳은 카펫을 제거하며 미끄럼 방지·평탄한 바닥재를 적용하여 연속적인 보행 동선 확보",장거리 보행 시 보행 부담 감소 및 동선의 안전성 향상,"공간: 거실. 개선전략: 복도와 통로를 짧고 넓게 확보하도록 가구를 재배치하고, 느슨하거나 깊은 깔개 및 닳은 카펫을 제거하며 미끄럼 방지·평탄한 바닥재를 적용하여 연속적인 보행 동선 확보. 기대효과: 장거리 보행 시 보행 부담 감소 및 동선의 안전성 향상",리뷰,비체계적 리뷰/문헌고찰,1,0.333,Tier 3,TRUE,"바닥, 가구, 복도",Assessing and Adapting the Home Environment to Reduce Falls and Meet the Changing Capacity of Older Adults,Assessing and Adapting the Home Environment to Reduce Falls and Meet the Changing Capacity of Older Adults.pdf,자동매칭_1.00,10.1080/02763893.2012.673382,https://doi.org/10.1080/02763893.2012.673382,"위험요인=동작수행 어려움_운동장 한 바퀴(400m)정도 걷기 | 모델요인=동작수행 어려움_운동장 한 바퀴(400m)정도 걷기 | 별칭=동작수행 어려움_운동장 한 바퀴(400m)정도 걷기 | 공간=거실|복도 | 개선대상=바닥, 가구, 복도 | 개선전략=복도와 통로를 짧고 넓게 확보하도록 가구를 재배치하고, 느슨하거나 깊은 깔개 및 닳은 카펫을 제거하며 미끄럼 방지·평탄한 바닥재를 적용하여 연속적인 보행 동선 확보 | 기대효과=장거리 보행 시 보행 부담 감소 및 동선의 안전성 향상 | 근거유형=비체계적 리뷰/문헌고찰 | 출처=Assessing and Adapting the Home Environment to Reduce Falls and Meet the Changing Capacity of Older Adults",검토필요_리뷰유형모호,체계적 문헌고찰인지 서술적 리뷰인지 원문 확인 필요
E0040,single,낙상 경험,,낙상 경험,,22. 낙상 경험|낙상 경험|낙상경험|과거 낙상,대표모델명_자동매핑,22. 낙상 경험,주거공간 전반,주거공간 전반,주거공간 전반,"작업치료사(OT)에 의한 가정 환경 평가 후 권고된 설치/제거 작업(러그·매트 제거, 욕실 비슬립 매트·손잡이 설치, 변기 높이 조절 등)을 실제로 시행하도록 지원하고(필요시 추가 방문/전화 추적 포함) 수정 이행을 돕는다.",낙상 이력이 있는 대상자에서 권고사항 중 1개 이상을 이행한 경우 낙상률이 유의하게 감소함(리뷰에 인용된 무작위 대조시험 결과에 근거).,"공간: 주거공간 전반. 개선전략: 작업치료사(OT)에 의한 가정 환경 평가 후 권고된 설치/제거 작업(러그·매트 제거, 욕실 비슬립 매트·손잡이 설치, 변기 높이 조절 등)을 실제로 시행하도록 지원하고(필요시 추가 방문/전화 추적 포함) 수정 이행을 돕는다.. 기대효과: 낙상 이력이 있는 대상자에서 권고사항 중 1개 이상을 이행한 경우 낙상률이 유의하게 감소함(리뷰에 인용된 무작위 대조시험 결과에 근거).",무작위 대조시험,무작위 대조시험,3,1.000,Tier 1,TRUE,"바닥(러그/매트), 욕실 비슬립 매트, 손잡이, 변기 높이",The environment and falls prevention: Do environmental modifications make a difference?,Aus Occup Therapy J - 2005 - Tse - The environment and falls prevention  Do environmental modifications make a difference.pdf,자동매칭_0.92,10.1111/j.1440-1630.2005.00525.x,https://doi.org/10.1111/j.1440-1630.2005.00525.x,"위험요인=낙상 경험 | 모델요인=낙상 경험 | 별칭=22. 낙상 경험|낙상 경험|낙상경험|과거 낙상 | 공간=주거공간 전반 | 개선대상=바닥(러그/매트), 욕실 비슬립 매트, 손잡이, 변기 높이 | 개선전략=작업치료사(OT)에 의한 가정 환경 평가 후 권고된 설치/제거 작업(러그·매트 제거, 욕실 비슬립 매트·손잡이 설치, 변기 높이 조절 등)을 실제로 시행하도록 지원하고(필요시 추가 방문/전화 추적 포함) 수정 이행을 돕는다. | 기대효과=낙상 이력이 있는 대상자에서 권고사항 중 1개 이상을 이행한 경우 낙상률이 유의하게 감소함(리뷰에 인용된 무작위 대조시험 결과에 근거). | 근거유형=무작위 대조시험 | 출처=The environment and falls prevention: Do environmental modifications make a difference?",자동분류완료,
